ticker,name,currency,exchange,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
mrna,Moderna Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,1682852,20.12,13459000000.0
mtch,Match Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,245,389,311,945,2022-04-18,BBB,High,891103,1.24,2228880000.0
mpwr,Monolithic Power Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,B,Medium,B,Medium,330,287,235,852,2022-04-18,BB,Medium,1280452,9.05,1048552000.0
msft,Microsoft Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,AA,Excellent,BBB,High,BB,Medium,715,443,375,1533,2022-04-27,A,High,789019,9.65,135620000000.0
mu,Micron Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,530,330,300,1160,2022-04-18,BBB,High,723125,7.75,13898000000.0
ndaq,Nasdaq Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,505,310,300,1115,2022-04-18,BBB,High,1120193,2.26,2339000000.0
ntrs,Northern Trust Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,250,226,225,701,2022-04-18,B,Medium,73124,0.0,0.0
nwl,Newell Brands Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,A,High,BB,Medium,BB,Medium,525,303,315,1143,2022-04-18,BBB,High,814453,0.47,2834000000.0
nvda,NVIDIA Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,B,Medium,323,301,275,899,2022-04-18,BB,Medium,1045810,0.385,17475000000.0
allk,Allakos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,200,273,300,773,2022-06-10,BB,Medium,1564824,0.0,0.0
nwsa,News Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,509,300,300,1109,2022-04-18,BBB,High,1564708,0.0,0.0
odfl,Old Dominion Freight Line Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BBB,High,BBB,High,B,Medium,467,423,280,1170,2022-04-18,BBB,High,878927,6.09,2256126000.0
pcar,Paccar Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,BB,Medium,568,343,305,1216,2022-04-18,A,High,75362,5.753333,5226500000.0
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505,329,305,1139,2022-04-18,BBB,High,1413447,10.55,7517000000.0
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,898173,33.44,7381706000.0
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-07-26,BBB,High,723531,3.84,3255400000.0
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,A,High,BB,Medium,BB,Medium,555,320,300,1175,2022-04-18,BBB,High,1126328,0.0,0.0
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,375,325,300,1000,2022-04-19,BBB,High,745732,4.87,5207337000.0
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,250,251,215,716,2022-04-19,B,Medium,1034054,4.22,1964804000.0
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,BB,Medium,BB,Medium,409,300,300,1009,2022-04-19,BBB,High,804328,11.37,25565000000.0
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,BB,Medium,BB,Medium,525,306,313,1144,2022-04-18,BBB,High,945841,18.7,1933412000.0
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,AA,Excellent,BB,Medium,BB,Medium,719,340,358,1417,2022-04-18,A,High,77476,6.42,45816000000.0
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BBB,High,BB,Medium,B,Medium,475,385,295,1155,2022-04-19,BBB,High,829224,2.83,8371100000.0
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,575,372,365,1312,2022-04-19,A,High,910606,2.81,878079000.0
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535,310,305,1150,2022-04-19,BBB,High,1604778,9.26,2286168000.0
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,550,302,308,1160,2022-04-19,BBB,High,857005,2.65,1547367000.0
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BB,Medium,BB,Medium,B,Medium,371,300,220,891,2022-04-18,BB,Medium,921738,1.29,2770100000.0
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,370,244,285,899,2022-04-18,BB,Medium,1633917,2.09,13773000000.0
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,505,327,305,1137,2022-04-19,BBB,High,872589,38.22,10612500000.0
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,575,312,328,1215,2022-04-16,A,High,318154,12.11,19917000000.0
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,525,316,315,1156,2022-04-19,BBB,High,883241,6.29,3717701000.0
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,540,355,300,1195,2022-04-19,BBB,High,1137789,7.36,3469000000.0
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,B,Medium,BB,Medium,510,268,300,1078,2022-04-16,BBB,High,842023,1.6575,756496000.0
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,507,328,315,1150,2022-04-19,BBB,High,97210,4.22,1867151000.0
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515,303,270,1088,2022-04-19,BBB,High,4127,7.81,2604300000.0
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BBB,High,BB,Medium,550,415,315,1280,2022-04-19,A,High,864749,1.8,2105600000.0
trow,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,510,325,310,1145,2022-04-19,BBB,High,1113169,6.7,3566000000.0
ttwo,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,225,307,310,842,2022-04-19,BB,Medium,946581,3.58,1969400000.0
tsla,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,CCC,Low,B,Medium,555,160,278,993,2022-04-19,BBB,High,1318605,3.62,20853000000.0
tsco,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-17,BBB,High,916365,1.94,4972204000.0
txn,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,97476,9.41,13771000000.0
tmus,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BB,Medium,BB,Medium,B,Medium,342,331,230,903,2022-04-19,BBB,High,1283699,2.06,43365000000.0
ual,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,205,203,221,629,2022-04-19,B,Medium,100517,2.23,10640000000.0
vrsk,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,AA,Excellent,BB,Medium,BB,Medium,615,366,300,1281,2022-04-19,A,High,1442145,6.0,1672400000.0
ulta,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,205,242,200,647,2022-04-19,B,Medium,1403568,17.98,3368554000.0
vrtx,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-19,BBB,High,875320,12.82,7850400000.0
vtrs,Viatris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-24,BBB,High,1792044,1.71,6497000000.0
vrsn,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,548,354,325,1227,2022-04-19,A,High,1014473,6.24,1224200000.0
wba,Walgreens Boots Alliance Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,515,325,300,1140,2022-04-19,BBB,High,1618921,5.01,28265000000.0
ntap,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,545,359,325,1229,2022-04-18,A,High,1002047,4.09,4220000000.0
xel,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,B,Medium,B,Medium,B,Medium,223,201,205,629,2022-04-20,B,Medium,72903,3.17,5860000000.0
xray,DENTSPLY SIRONA Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,530,318,305,1153,2022-04-17,BBB,High,818479,-4.41,2127000000.0
zbra,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,2022-04-20,BBB,High,877212,8.8,2624000000.0
aap,Advance Auto Parts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,264,261,210,735,2022-04-16,B,Medium,1158449,8.27,4932235000.0
zion,Zions Bancorporation NA,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-20,B,Medium,109380,0.0,0.0
wynn,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,225,201,200,626,2022-04-20,B,Medium,1174922,-3.73,1366603000.0
a,Agilent Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,B,Medium,B,Medium,573,231,233,1037,2022-04-16,BBB,High,1090872,4.18,3722000000.0
abbv,Abbvie Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,A,High,BB,Medium,BB,Medium,505,317,300,1122,2022-04-16,BBB,High,1551152,6.63,40640000000.0
adm,Archer-Daniels-Midland Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,587,353,305,1245,2022-04-16,A,High,7084,7.71,7570000000.0
abt,Abbott Laboratories,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515,305,305,1125,2022-04-16,BBB,High,1800,3.91,24511000000.0
aee,Ameren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,562,345,300,1207,2022-04-16,A,High,1002910,4.14,3343000000.0
aes,AES Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525,326,370,1221,2022-04-16,A,High,874761,-0.82,2548000000.0
afl,Aflac Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,B,Medium,454,300,235,989,2022-04-16,BBB,High,4977,0.0,0.0
acn,Accenture PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,515,360,305,1180,2022-04-16,BBB,High,1467373,10.71,19701539000.0
ajg,Arthur J. Gallagher & Co.,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,530,344,310,1184,2022-04-16,BBB,High,354190,5.19,3597400000.0
aiz,Assurant Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,BB,Medium,438,316,300,1054,2022-04-16,BBB,High,1267238,0.0,0.0
alk,Alaska Air Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,B,Medium,515,303,259,1077,2022-04-16,BBB,High,766421,0.45,1662000000.0
alb,Albemarle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,545,322,315,1182,2022-04-16,BBB,High,915913,22.84,3074587000.0
aig,American International Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,518,323,310,1151,2022-04-16,BBB,High,5272,0.0,0.0
all,Allstate Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,B,Medium,530,300,220,1050,2022-04-16,BBB,High,899051,0.0,0.0
alle,Allegion PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,542,322,315,1179,2022-04-16,BBB,High,1579241,5.19,1322400000.0
amp,Ameriprise Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,B,Medium,396,308,267,971,2022-04-16,BBB,High,820027,0.0,0.0
ame,AMETEK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,B,Medium,540,329,270,1139,2022-04-16,BBB,High,1037868,5.01,2145269000.0
amt,American Tower Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,530,333,305,1168,2022-04-16,BBB,High,1053507,3.82,7447300000.0
aos,A O Smith Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,510,315,310,1135,2022-04-16,BBB,High,91142,1.51,1329600000.0
apd,Air Products and Chemicals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BBB,High,BB,Medium,700,442,300,1442,2022-04-16,A,High,2969,10.14,3360100000.0
aon,Aon PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,B,Medium,485,304,288,1077,2022-04-16,BBB,High,315293,12.14,6002000000.0
anet,Arista Networks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BBB,High,BB,Medium,B,Medium,444,310,295,1049,2022-04-16,BBB,High,1596532,1.07,2675696000.0
aph,Amphenol Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BBB,High,512,303,475,1290,2022-04-16,A,High,820313,1.53,4028200000.0
ato,Atmos Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,572,368,315,1255,2022-04-16,A,High,731802,5.6,1808845000.0
awk,American Water Works Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,653,395,300,1348,2022-04-16,A,High,1410636,4.51,2203000000.0
are,Alexandria Real Estate Equities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,600,337,345,1282,2022-04-16,A,High,1035443,3.18,1805809000.0
aptv,Aptiv PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,555,339,310,1204,2022-06-10,A,High,1521332,1.96,2635000000.0
avb,Avalonbay Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500,300,298,1098,2022-04-16,BBB,High,915912,8.12,1674332000.0
avy,Avery Dennison Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,535,347,325,1207,2022-04-16,A,High,8818,9.21,2404200000.0
ba,Boeing Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,B,Medium,B,Medium,B,Medium,220,224,235,679,2022-09-21,B,Medium,12927,-8.3,3530000000.0
bac,Bank of America Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,220,394,265,879,2022-04-16,BB,Medium,70858,0.0,0.0
bax,Baxter International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500,316,300,1116,2022-04-16,BBB,High,10456,-4.83,5066000000.0
bbwi,Bath & Body Works Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,525,303,300,1128,2022-06-11,BBB,High,701985,4.88,3855000000.0
bdx,Becton Dickinson and Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,AA,Excellent,BB,Medium,BB,Medium,607,384,315,1306,2022-04-16,A,High,10795,5.88,8477000000.0
bio,Bio Rad Laboratories Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,BB,Medium,275,227,300,802,2022-04-16,BB,Medium,12208,-121.79,1567330000.0
bby,Best Buy Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,BBB,High,B,Medium,BB,Medium,430,231,300,961,2022-04-16,BBB,High,764478,9.84,11640000000.0
bk,Bank of New York Mellon Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High,1390777,0.0,0.0
axp,American Express Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,230,226,208,664,2022-04-16,B,Medium,4962,0.0,0.0
br,Broadridge Financial Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550,313,325,1188,2022-04-16,BBB,High,1383312,4.55,1592200000.0
bmy,Bristol-Myers Squibb Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,321,310,1131,2022-04-16,BBB,High,14272,2.95,36022000000.0
bro,Brown & Brown Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,BB,Medium,405,320,300,1025,2022-04-16,BBB,High,79282,2.37,1746300000.0
azo,Autozone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,260,222,213,695,2022-04-16,B,Medium,866787,117.19,8472650000.0
bsx,Boston Scientific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,525,399,300,1224,2022-04-16,A,High,885725,0.45,8727000000.0
bx,Blackstone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,534,343,320,1197,2022-04-16,BBB,High,1393818,0.0,0.0
bxp,Boston Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,532,339,305,1176,2022-04-16,BBB,High,1037540,5.4,1973033000.0
c,Citigroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,515,300,303,1118,2022-04-16,BBB,High,831001,0.0,0.0
cat,Caterpillar Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,B,Medium,B,Medium,B,Medium,235,239,235,709,2022-06-07,B,Medium,18230,12.64,17512000000.0
carr,Carrier Global Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,210,258,226,694,2022-04-21,B,Medium,1783180,4.1,4297000000.0
cbre,CBRE Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,200,209,200,609,2022-06-10,B,Medium,1138118,4.29,6589000000.0
cci,Crown Castle Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-09-16,BBB,High,1051470,3.86,4918000000.0
cma,Comerica Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,280,300,230,810,2022-04-16,BB,Medium,28412,0.0,0.0
dhi,D R Horton Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,250,271,205,726,2022-04-17,B,Medium,882184,16.51,10504100000.0
dov,Dover Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,500,320,305,1125,2022-04-17,BBB,High,29905,7.42,2904953000.0
dri,Darden Restaurants Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515,309,300,1124,2022-04-17,BBB,High,940944,7.39,1995000000.0
ce,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,500,319,300,1119,2022-06-10,BBB,High,1306830,17.34,2380000000.0
dg,Dollar General Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,247,222,200,669,2022-04-17,B,Medium,29534,10.17,10813006000.0
cmg,Chipotle Mexican Grill Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210,241,213,664,2022-04-16,B,Medium,1058090,0.64,2062119000.0
dgx,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,B,Medium,230,300,205,735,2022-04-19,B,Medium,1022079,7.97,3433000000.0
ccl,Carnival Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515,326,320,1161,2022-04-16,BBB,High,815097,-5.16,412000000.0
chd,Church & Dwight Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,578,341,348,1267,2022-04-16,A,High,313927,1.68,2250000000.0
dow,Dow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,225,201,200,626,2022-04-17,B,Medium,1751788,6.28,8564000000.0
dfs,Discover Financial Services,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,335,321,313,969,2022-04-17,BBB,High,1393612,0.0,0.0
duk,Duke Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,604,362,328,1294,2022-04-17,A,High,1326160,3.33,12976000000.0
cf,CF Industries Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,525,307,310,1142,2022-04-16,BBB,High,1324404,16.38,5861000000.0
dvn,Devon Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,570,301,300,1171,2022-04-17,BBB,High,1090012,9.12,8369000000.0
ecl,Ecolab Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,547,373,325,1245,2022-04-17,A,High,31462,3.81,5356800000.0
hd,Home Depot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,BB,Medium,B,Medium,230,317,205,752,2022-04-17,BB,Medium,354950,15.53,50832000000.0
dte,DTE Energy Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,592,313,210,1115,2022-04-17,BBB,High,936340,5.52,3668000000.0
eix,Edison International,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,A,High,BB,Medium,700,513,315,1528,2022-04-17,A,High,827052,1.6,6121000000.0
glw,Corning Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-04-16,B,Medium,24741,1.54,4506000000.0
dva,DaVita Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,260,332,300,892,2022-04-17,BB,Medium,927066,5.85,3400341000.0
wdc,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,545,339,260,1144,2022-04-20,BBB,High,106040,4.75,5874000000.0
gs,Goldman Sachs Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,525,305,305,1135,2022-04-17,BBB,High,886982,0.0,0.0
dxc,DXC Technology Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,505,326,305,1136,2022-06-10,BBB,High,1688568,2.81,3582000000.0
etn,Eaton Corporation PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,520,328,320,1168,2022-04-17,BBB,High,1551182,6.14,6887000000.0
ed,Consolidated Edison Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700,358,300,1358,2022-04-16,A,High,1047862,4.66,7685000000.0
hsy,Hershey Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525,361,300,1186,2022-04-17,BBB,High,47111,7.96,4498785000.0
jnj,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,565,308,300,1173,2022-04-18,BBB,High,200406,6.73,55394000000.0
jpm,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,505,319,338,1162,2022-04-18,BBB,High,19617,0.0,0.0
ko,Coca-Cola Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,200,201,200,601,2022-04-16,B,Medium,21344,2.19,25004000000.0
kmx,Carmax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,BB,Medium,251,237,300,788,2022-04-16,BB,Medium,1170010,6.97,3287542000.0
ldos,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,1336920,4.96,2084000000.0
leg,Leggett & Platt Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,58492,2.27,976800000.0
mcd,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,505,326,305,1136,2022-04-18,BBB,High,63908,8.33,13207200000.0
