ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
aktx,Akari Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/6566bacc-80cf-11ea-a49e-00000000092a.png,http://akaritx.com/,B,Medium,B,Medium,BB,Medium,225,216,305,746,2022-04-16,B,Medium,1541157,0.0,0.0
akya,Akoya Biosciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/ebaa6db90afb3fd57e3402e38731e2ac663ddb7015f44ae0c020a525a4e80832.png,https://www.akoyabio.com/,A,High,BB,Medium,B,Medium,512,303,215,1030,2022-06-10,BBB,High,1711933,-1.87,43390000.0
alco,Alico Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/95b11e40-80df-11ea-8e03-00000000092a.png,https://www.alicoinc.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High,3545,1.65,-14765000.0
aldx,Aldeyra Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4b4f9dba-80cf-11ea-87c6-00000000092a.png,https://www.aldeyra.com/,B,Medium,B,Medium,B,Medium,231,261,235,727,2022-04-16,B,Medium,1341235,0.0,0.0
alec,Alector Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/871e51b8-80da-11ea-b167-00000000092a.png,https://alector.com,B,Medium,B,Medium,BB,Medium,240,277,300,817,2022-06-10,BB,Medium,1653087,0.0,0.0
algm,Allegro Microsystems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/20eb4170e5f97f9a34699f366ad26aa5e0bcc1b90d5ba7ceca4d2ea325c798dc.png,https://www.allegromicro.com/en,A,High,BB,Medium,B,Medium,542,314,250,1106,2022-06-10,BBB,High,866291,0.62,407460000.0
algn,Align Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static4.finnhub.io/file/publicdatany2/stock_logo/ALGN_4295900190.png,https://www.aligntech.com/,B,Medium,B,Medium,B,Medium,235,285,255,775,2022-04-16,BB,Medium,1097149,4.61,2633775000.0
algs,Aligos Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/6b5a2554225d2f95a883cfe8cf08836e3f393f6b9ba4ee3a8276ca38e48f43ae.png,https://www.aligos.com/,B,Medium,B,Medium,B,Medium,210,222,235,667,2022-06-10,B,Medium,1799448,0.0,0.0
alhc,Alignment Healthcare LLC,USD,NASDAQ NMS - GLOBAL MARKET,,https://static.finnhub.io/logo/de5dbbf80fc814b921a6c8c5dbf9419a4bf46742aaa0f34752661418ffaa4158.png,https://www.alignmenthealthcare.com,B,Medium,BB,Medium,B,Medium,210,302,256,768,2022-06-10,BB,Medium,1832466,-0.83,184280000.0
alks,Alkermes Plc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/9187a488-80df-11ea-8157-00000000092a.png,http://www.alkermes.com/,BBB,High,BB,Medium,BB,Medium,415,302,333,1050,2022-04-16,BBB,High,1520262,-0.97,893727000.0
algt,Allegiant Travel Co,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static.finnhub.io/logo/8f1d001c-80df-11ea-9290-00000000092a.png,https://www.allegiantair.com/,B,Medium,B,Medium,B,Medium,287,208,248,743,2022-04-16,B,Medium,1362468,0.14,340468000.0
alkt,Alkami Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/4d26995d74a0ad752eb680076961f46e4e33333cf4615fa33aeb2e0789a1971e.png,https://www.alkami.com/,B,Medium,BB,Medium,B,Medium,280,305,260,845,2022-06-10,BB,Medium,1529274,-0.64,108324000.0
alny,Alnylam Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/f84d39ef1ff5def1044225ef2ea4a1ed1f2deca8bc5d338574d2991c88959b10.png,https://www.alnylam.com/,BB,Medium,BB,Medium,BB,Medium,331,346,325,1002,2022-04-16,BBB,High,1178670,-9.3,868601000.0
allt,Allot Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9564945e-80df-11ea-9144-00000000092a.png,https://www.allot.com,A,High,BB,Medium,BB,Medium,508,324,310,1142,2022-04-16,BBB,High,1365767,-0.87,82906000.0
allo,Allogene Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/c257caf6-80da-11ea-8622-00000000092a.png,https://allogene.com/,A,High,BB,Medium,BB,Medium,535,324,305,1164,2022-06-10,BBB,High,1737287,0.0,0.0
amat,Applied Materials Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/907771b0-80df-11ea-848b-00000000092a.png,https://www.appliedmaterials.com/,A,High,BB,Medium,BB,Medium,525,317,300,1142,2022-04-16,BBB,High,6951,7.44,11993000000.0
amd,Advanced Micro Devices Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AMD_4295903297.jpeg,https://www.amd.com/en,B,Medium,B,Medium,B,Medium,200,208,200,608,2022-04-16,B,Medium,2488,0.84,10603000000.0
avgo,Broadcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8ef67930-80d3-11ea-abb0-00000000092a.png,https://www.broadcom.com,B,Medium,B,Medium,B,Medium,210,212,200,622,2022-04-16,B,Medium,1730168,2.65,22095000000.0
anss,ANSYS Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/6edb83c2-826a-11ea-9332-00000000092a.png,https://www.ansys.com/,A,High,BB,Medium,B,Medium,580,337,285,1202,2022-04-16,A,High,1013462,5.99,1814912000.0
amzn,Amazon.com Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/967bf7b0-80df-11ea-abb4-00000000092a.png,https://www.amazon.com/,AA,Excellent,BB,Medium,BBB,High,668,305,460,1433,2022-04-16,A,High,1018724,-0.27,67640000000.0
aihs,Senmiao Technology Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/86ea906d08d7e5c73068d922de5ea0f69468758c41e6c219d1238ddb022b5193.png,https://www.ihongsen.com,B,Medium,B,Medium,B,Medium,220,203,200,623,2022-06-10,B,Medium,1711012,-0.1,-2088195.0
apa,APA Corp (US),USD,NASDAQ NMS - GLOBAL MARKET,Energy,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/5080022433.png,https://apacorp.com/,A,High,BB,Medium,BB,Medium,510,316,325,1151,2022-04-16,BBB,High,1841666,11.02,6255000000.0
biib,Biogen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4eb95aee-80e0-11ea-a580-00000000092a.png,https://www.biogen.com/,BB,Medium,BB,Medium,BB,Medium,380,303,364,1047,2022-04-16,BBB,High,875045,20.87,7895100000.0
bkng,Booking Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/a8fcd262-80e0-11ea-9907-00000000092a.png,https://www.bookingholdings.com/,A,High,BB,Medium,BB,Medium,558,306,310,1174,2022-06-10,BBB,High,1075531,0.0,0.0
cdns,Cadence Design Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/bbbf4280-80df-11ea-834e-00000000092a.png,https://www.cadence.com/,A,High,BB,Medium,B,Medium,500,308,295,1103,2022-04-16,BBB,High,813672,3.09,3190095000.0
cdw,CDW Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/4c3802e76baf7914df0324fcd9bfd1c05c835a803751266262cf9f14022ecf4c.png,https://www.cdw.com/,B,Medium,B,Medium,B,Medium,225,209,200,634,2022-04-16,B,Medium,1402057,8.13,4686600000.0
chrw,CH Robinson Worldwide Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,https://static.finnhub.io/logo/390745f6-80e0-11ea-8529-00000000092a.png,https://www.chrobinson.com/,A,High,BB,Medium,BB,Medium,575,330,338,1243,2022-04-16,A,High,1043277,7.4,1870197000.0
cinf,Cincinnati Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/78f04730-80e0-11ea-9b3b-00000000092a.png,https://www.cinfin.com/,B,Medium,B,Medium,B,Medium,235,275,250,760,2022-04-16,BB,Medium,20286,0.0,0.0
chtr,Charter Communications Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/ac65393a-80c9-11ea-a42d-00000000092a.png,https://corporate.charter.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High,1091667,30.74,29511000000.0
cmcsa,Comcast Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/9f50b602-826a-11ea-855c-00000000092a.png,https://corporate.comcast.com/,A,High,BB,Medium,BB,Medium,507,343,315,1165,2022-04-16,BBB,High,1166691,1.21,83214000000.0
cprt,Copart Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,https://static.finnhub.io/logo/c1ae2adc-80df-11ea-997f-00000000092a.png,https://www.copart.com/,B,Medium,B,Medium,B,Medium,270,204,205,679,2022-04-16,B,Medium,900075,1.13,1606221000.0
cost,Costco Wholesale Corp,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COST_4295912987.png,https://www.costco.com/,A,High,BB,Medium,B,Medium,537,306,225,1068,2022-04-16,BBB,High,909832,13.14,27572000000.0
csx,CSX Corp,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,https://static.finnhub.io/logo/b034979a-80eb-11ea-b0c3-00000000092a.png,https://www.csx.com/,A,High,BB,Medium,BB,Medium,510,310,325,1145,2022-04-17,BBB,High,277948,1.95,5785000000.0
ctsh,Cognizant Technology Solutions Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/cad080be-80df-11ea-8b33-00000000092a.png,https://www.cognizant.com/,AA,Excellent,BB,Medium,BB,Medium,605,365,300,1270,2022-04-16,A,High,1058290,4.41,6980000000.0
cme,CME Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/121b709a86980d7eb8db8589918a76d3db9e4e428b05857011dbd8957fd059bf.png,https://www.cmegroup.com/,BB,Medium,B,Medium,B,Medium,375,237,200,812,2022-07-26,BB,Medium,1156375,7.4,4266300000.0
csco,Cisco Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/ca223cac-80df-11ea-a99c-00000000092a.png,https://www.cisco.com/,B,Medium,B,Medium,B,Medium,280,234,220,734,2022-06-11,B,Medium,858877,2.82,32248000000.0
ctas,Cintas Corp,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,https://static.finnhub.io/logo/cb889e02-80df-11ea-80b6-00000000092a.png,https://www.cintas.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-16,BBB,High,723254,2.9125,3632246000.0
czr,Caesars Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/45d618da-80cc-11ea-884e-00000000092a.png,https://www.caesars.com/,B,Medium,B,Medium,B,Medium,265,228,200,693,2022-04-16,B,Medium,1590895,-4.19,5420000000.0
dltr,Dollar Tree Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d277a94a-80df-11ea-8f0a-00000000092a.png,https://www.dollartree.com/,B,Medium,B,Medium,B,Medium,235,208,215,658,2022-04-17,B,Medium,935703,5.8,7737300000.0
dxcm,Dexcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/fb3c517a-80df-11ea-a0a0-00000000092a.png,https://www.dexcom.com/,B,Medium,B,Medium,B,Medium,215,236,215,666,2022-04-17,B,Medium,1093557,0.82,1883100000.0
ea,Electronic Arts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/556815ac-80e0-11ea-bb14-00000000092a.png,https://www.ea.com/,BB,Medium,BB,Medium,B,Medium,360,300,225,885,2022-04-17,BB,Medium,712515,2.76,5132000000.0
lnt,Alliant Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/1981fcae-80ec-11ea-a4b8-00000000092a.png,https://www.alliantenergy.com/,A,High,BB,Medium,BB,Medium,519,307,300,1126,2022-04-16,BBB,High,352541,2.73,1709000000.0
fang,Diamondback Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Energy,https://static.finnhub.io/logo/fe1ab98ccc6f7867a191970f03152cff56846b7811399704b9d4be280d895b5b.png,https://ir.diamondbackenergy.com/,A,High,B,Medium,BB,Medium,513,271,300,1084,2022-04-17,BBB,High,1539838,24.61,6778000000.0
ebay,eBay Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/919a6270-826a-11ea-abe9-00000000092a.png,https://www.ebayinc.com/,A,High,BB,Medium,BB,Medium,500,302,305,1107,2022-04-17,BBB,High,1065088,-2.27,7115000000.0
lkq,LKQ Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,https://static.finnhub.io/logo/0846719a1ab7311db60cef58b6985f4e9269ceb9eaf89e63efc354b2188280a1.png,https://www.lkqcorp.com/,A,High,BB,Medium,BB,Medium,515,300,305,1120,2022-04-18,BBB,High,1065696,4.14,5223000000.0
googl,Alphabet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GOOGL.png,https://abc.xyz/,B,Medium,BB,Medium,BB,Medium,295,362,355,1012,2022-04-30,BBB,High,1652044,4.56,156633000000.0
mar,Marriott International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1f7dc93a-80ec-11ea-a5dc-00000000092a.png,https://www.marriott.com/,B,Medium,B,Medium,B,Medium,215,200,215,630,2022-04-18,B,Medium,1048286,7.24,4558000000.0
mchp,Microchip Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/35e836b8-80e0-11ea-855a-00000000092a.png,https://www.microchip.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,827054,2.27,4449600000.0
lrcx,Lam Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/b05d9f52-80e0-11ea-8823-00000000092a.png,https://www.lamresearch.com/,A,High,BB,Medium,BB,Medium,510,325,315,1150,2022-04-18,BBB,High,707549,3.275,7871807000.0
mdlz,Mondelez International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/10b5dc9a-80ec-11ea-897a-00000000092a.png,https://www.mondelezinternational.com/,A,High,BB,Medium,BB,Medium,520,307,300,1127,2022-04-18,BBB,High,1103982,1.96,11312000000.0
meta,Meta Platforms Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FB.png,https://www.facebook.com,B,Medium,B,Medium,B,Medium,205,232,215,652,2022-04-22,B,Medium,1326801,8.59,91360000000.0
mktx,Marketaxess Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/4a309d80-80e1-11ea-8514-00000000092a.png,https://www.marketaxess.com/,B,Medium,B,Medium,B,Medium,230,213,210,653,2022-04-18,B,Medium,1278021,6.65,536196000.0
mnst,Monster Beverage Corp,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,https://static.finnhub.io/logo/18126d0c-80e0-11ea-a414-00000000092a.png,http://monsterbevcorp.com/,A,High,BB,Medium,BB,Medium,515,344,300,1159,2022-04-18,BBB,High,865752,1.115,3174567000.0
mrna,Moderna Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/a024deee-80da-11ea-9046-00000000092a.png,https://www.modernatx.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,1682852,20.12,13459000000.0
mtch,Match Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295908221.png,https://www.mtch.com/,B,Medium,BB,Medium,BB,Medium,245,389,311,945,2022-04-18,BBB,High,891103,1.24,2228880000.0
mpwr,Monolithic Power Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/3ec1921c-80e1-11ea-b9d8-00000000092a.png,https://www.monolithicpower.com/,BB,Medium,B,Medium,B,Medium,330,287,235,852,2022-04-18,BB,Medium,1280452,9.05,1048552000.0
msft,Microsoft Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/25e313016e9fac0f4b78bbd7e3afded45a8136b17f450c262aea14beed438191.png,https://www.microsoft.com/en-us,AA,Excellent,BBB,High,BB,Medium,715,443,375,1533,2022-04-27,A,High,789019,9.65,135620000000.0
mu,Micron Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/33e8930c-80ec-11ea-a30a-00000000092a.png,https://www.micron.com/,A,High,BB,Medium,BB,Medium,530,330,300,1160,2022-04-18,BBB,High,723125,7.75,13898000000.0
ndaq,Nasdaq Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NDAQ_8589934167.png,https://www.nasdaq.com/,A,High,BB,Medium,BB,Medium,505,310,300,1115,2022-04-18,BBB,High,1120193,2.26,2339000000.0
ntrs,Northern Trust Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/729a6714ac01ab49a6f558cdeaf2d29037d313f87e6acd4af638a8152a23b9fc.png,https://www.northerntrust.com/united-states/,B,Medium,B,Medium,B,Medium,250,226,225,701,2022-04-18,B,Medium,73124,0.0,0.0
nwl,Newell Brands Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,https://static.finnhub.io/logo/43c3da30-80ec-11ea-a6ea-00000000092a.png,https://www.newellbrands.com/,A,High,BB,Medium,BB,Medium,525,303,315,1143,2022-04-18,BBB,High,814453,0.47,2834000000.0
nvda,NVIDIA Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NVDA.png,https://www.nvidia.com/,BB,Medium,BB,Medium,B,Medium,323,301,275,899,2022-04-18,BB,Medium,1045810,0.385,17475000000.0
allk,Allakos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/7358df46-81d5-11ea-b3b3-00000000092a.png,http://www.allakos.com/,B,Medium,B,Medium,BB,Medium,200,273,300,773,2022-06-10,BB,Medium,1564824,0.0,0.0
nwsa,News Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/38632848-80ce-11ea-a34f-00000000092a.png,https://newscorp.com/,A,High,BB,Medium,BB,Medium,509,300,300,1109,2022-04-18,BBB,High,1564708,0.0,0.0
odfl,Old Dominion Freight Line Inc,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,https://static.finnhub.io/logo/8b7ba59a51614579f97c95184c2a54ab36d44842d9bf5350e077217523059382.png,https://www.odfl.com/,BBB,High,BBB,High,B,Medium,467,423,280,1170,2022-04-18,BBB,High,878927,6.09,2256126000.0
pcar,Paccar Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static4.finnhub.io/file/publicdatany2/stock_logo/PCAR_4295907525.jpg,https://www.paccar.com/,A,High,BB,Medium,BB,Medium,568,343,305,1216,2022-04-18,A,High,75362,5.753333,5226500000.0
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/86154d10-80c9-11ea-9926-00000000092a.png,https://www.nxp.com/,A,High,BB,Medium,BB,Medium,505,329,305,1139,2022-04-18,BBB,High,1413447,10.55,7517000000.0
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/e7e4dff0-826a-11ea-8801-00000000092a.png,https://corporate.oreillyauto.com/corporate/,A,High,BB,Medium,BB,Medium,500,300,300,1100,2022-04-18,BBB,High,898173,33.44,7381706000.0
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/acaa8fac-80e0-11ea-9d58-00000000092a.png,https://www.paychex.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,2022-07-26,BBB,High,723531,3.84,3255400000.0
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/52a59ab6-80ec-11ea-b750-00000000092a.png,https://www.principal.com/,A,High,BB,Medium,BB,Medium,555,320,300,1175,2022-04-18,BBB,High,1126328,0.0,0.0
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d0674d8a-826a-11ea-8077-00000000092a.png,https://www.rossstores.com/,BB,Medium,BB,Medium,BB,Medium,375,325,300,1000,2022-04-19,BBB,High,745732,4.87,5207337000.0
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/19c8edbbf482503d3a876417a19001cfb20a28894f61df4606c75b8d5657da21.png,https://ir.sbasite.com/overview/default.aspx,B,Medium,B,Medium,B,Medium,250,251,215,716,2022-04-19,B,Medium,1034054,4.22,1964804000.0
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/28159d10-80e1-11ea-b725-00000000092a.png,https://www.qualcomm.com/,BBB,High,BB,Medium,BB,Medium,409,300,300,1009,2022-04-19,BBB,High,804328,11.37,25565000000.0
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,https://static.finnhub.io/logo/ac59de52-80e0-11ea-9ff4-00000000092a.png,https://www.poolcorp.com/,A,High,BB,Medium,BB,Medium,525,306,313,1144,2022-04-18,BBB,High,945841,18.7,1933412000.0
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PEP_4295904718.png,https://www.pepsico.com/,AA,Excellent,BB,Medium,BB,Medium,719,340,358,1417,2022-04-18,A,High,77476,6.42,45816000000.0
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/8d4c97ac-80e0-11ea-b957-00000000092a.png,https://www.starbucks.com/,BBB,High,BB,Medium,B,Medium,475,385,295,1155,2022-04-19,BBB,High,829224,2.83,8371100000.0
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/5ecc68e8-80ec-11ea-af0b-00000000092a.png,https://www.regencycenters.com/,A,High,BB,Medium,BB,Medium,575,372,365,1312,2022-04-19,A,High,910606,2.81,878079000.0
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6008ddde-80d1-11ea-8e0e-00000000092a.png,https://www.qorvo.com/,A,High,BB,Medium,BB,Medium,535,310,305,1150,2022-04-19,BBB,High,1604778,9.26,2286168000.0
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/29d81df0-80e1-11ea-8920-00000000092a.png,https://www.ptc.com/,A,High,BB,Medium,BB,Medium,550,302,308,1160,2022-04-19,BBB,High,857005,2.65,1547367000.0
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/aeca4e7e-80e0-11ea-b61c-00000000092a.png,https://www.pngaming.com/,BB,Medium,BB,Medium,B,Medium,371,300,220,891,2022-04-18,BB,Medium,921738,1.29,2770100000.0
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/58e310c0-80d2-11ea-8993-00000000092a.png,https://www.paypal.com/,BB,Medium,B,Medium,B,Medium,370,244,285,899,2022-04-18,BB,Medium,1633917,2.09,13773000000.0
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/94aceb0a-80e0-11ea-a230-00000000092a.png,https://www.regeneron.com/,A,High,BB,Medium,BB,Medium,505,327,305,1137,2022-04-19,BBB,High,872589,38.22,10612500000.0
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/06a226980337772e10ad0953d2904b1be6d15866d212e9912efaea5850757690.png,https://www.amgen.com/,A,High,BB,Medium,BB,Medium,575,312,328,1215,2022-04-16,A,High,318154,12.11,19917000000.0
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/b5dff9e4-80e0-11ea-b347-00000000092a.png,https://www.synopsys.com/,A,High,BB,Medium,BB,Medium,525,316,315,1156,2022-04-19,BBB,High,883241,6.29,3717701000.0
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/1b9ae09b2197a137d5e26ef7606d068678109eab18fefac2f4994c3ab827a080.png,https://investors.seagate.com/overview/default.aspx,A,High,BB,Medium,BB,Medium,540,355,300,1195,2022-04-19,BBB,High,1137789,7.36,3469000000.0
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/21c90d484b75f48b0c3943f2cd9208034fc36add542c71254724b6e6e173036c.png,https://www.bio-techne.com/,A,High,B,Medium,BB,Medium,510,268,300,1078,2022-04-16,BBB,High,842023,1.6575,756496000.0
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/8211e574-80ec-11ea-b01d-00000000092a.png,https://www.teradyne.com/,A,High,BB,Medium,BB,Medium,507,328,315,1150,2022-04-19,BBB,High,97210,4.22,1867151000.0
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/6d9737aa218175cf0ecab9fbfde6531a45cb826eab7877356403e5b905bcca2f.png,https://www.skyworksinc.com/,A,High,BB,Medium,B,Medium,515,303,270,1088,2022-04-19,BBB,High,4127,7.81,2604300000.0
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/f89b3dba-80e0-11ea-a642-00000000092a.png,https://www.trimble.com/,A,High,BBB,High,BB,Medium,550,415,315,1280,2022-04-19,A,High,864749,1.8,2105600000.0
